City,Locality,Property Type,BHK,Area (SqFt),Price (Lakhs),Price per SqFt (Lakhs),Furnishing,Property Age (Years),Nearby Schools,Nearby Hospitals,Parking,Security,Availability
Ahmedabad,SG Highway,Apartment,4,1457,285.25,0.2,Semi-furnished,3,6.0,6.0,Yes,Yes,Ready_to_Move
Surat,Adajan,Independent House,2,2080,491.75,0.24,Semi-furnished,27,1.0,9.0,Yes,No,Under_Construction
Ahmedabad,SG Highway,Independent House,3,4013,335.04,0.08,Furnished,12,3.0,8.0,Yes,Yes,Under_Construction
Surat,Althan,Villa,4,1616,255.43,0.16,Furnished,12,4.0,7.0,Yes,Yes,Ready_to_Move
Surat,Pal,Villa,4,521,104.31,0.2,Unfurnished,22,7.0,3.0,Yes,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Apartment,4,1900,340.26,0.18,Unfurnished,17,3.0,2.0,Yes,No,Under_Construction
Ahmedabad,Navrangpura,Independent House,2,2011,365.65,0.18,Furnished,8,3.0,10.0,Yes,Yes,Under_Construction
Ahmedabad,Satellite,Independent House,5,4535,112.67,0.02,Furnished,30,10.0,8.0,Yes,Yes,Under_Construction
Ahmedabad,Gota,Apartment,4,1666,213.94,0.13,Furnished,27,3.0,1.0,Yes,Yes,Under_Construction
Surat,Althan,Independent House,2,2509,240.16,0.1,Furnished,6,4.0,6.0,No,No,Ready_to_Move
Ahmedabad,SG Highway,Independent House,2,1497,86.55,0.06,Semi-furnished,3,1.0,2.0,Yes,No,Ready_to_Move
Surat,Piplod,Villa,3,1775,192.43,0.11,Semi-furnished,31,10.0,9.0,No,Yes,Ready_to_Move
Ahmedabad,Satellite,Apartment,5,3725,211.62,0.06,Semi-furnished,33,4.0,8.0,Yes,Yes,Ready_to_Move
Surat,Vesu,Apartment,3,3063,21.23,0.01,Unfurnished,19,6.0,3.0,No,No,Ready_to_Move
Surat,Vesu,Apartment,1,3083,199.31,0.06,Unfurnished,8,3.0,9.0,No,Yes,Ready_to_Move
Surat,Piplod,Independent House,4,508,396.33,0.78,Furnished,2,10.0,2.0,Yes,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Villa,2,783,365.59,0.47,Semi-furnished,7,9.0,5.0,No,Yes,Ready_to_Move
Ahmedabad,Satellite,Apartment,3,2143,67.87,0.03,Furnished,21,8.0,10.0,No,Yes,Under_Construction
Ahmedabad,Gota,Villa,1,991,101.81,0.1,Unfurnished,8,3.0,5.0,Yes,Yes,Ready_to_Move
Ahmedabad,Gota,Independent House,1,4812,239.56,0.05,Semi-furnished,32,2.0,7.0,Yes,Yes,Under_Construction
Surat,Vesu,Independent House,3,1018,365.6,0.36,Furnished,28,8.0,10.0,Yes,No,Under_Construction
Surat,Piplod,Independent House,4,2806,23.36,0.01,Semi-furnished,24,5.0,4.0,No,No,Under_Construction
Ahmedabad,SG Highway,Independent House,1,2017,10.58,0.01,Unfurnished,19,7.0,10.0,Yes,No,Under_Construction
Surat,Althan,Villa,4,4197,121.49,0.03,Unfurnished,6,6.0,7.0,No,No,Under_Construction
Surat,Pal,Independent House,5,3667,245.34,0.07,Semi-furnished,10,7.0,10.0,No,Yes,Ready_to_Move
Surat,Piplod,Independent House,5,1273,420.82,0.33,Unfurnished,5,8.0,3.0,Yes,No,Ready_to_Move
Surat,Adajan,Villa,2,1003,445.84,0.44,Unfurnished,33,10.0,2.0,No,Yes,Under_Construction
Surat,Vesu,Apartment,2,660,498.57,0.76,Semi-furnished,6,6.0,2.0,Yes,No,Ready_to_Move
Ahmedabad,Satellite,Independent House,3,605,328.22,0.54,Semi-furnished,11,5.0,1.0,Yes,Yes,Ready_to_Move
Ahmedabad,Satellite,Independent House,5,615,199.54,0.32,Furnished,22,6.0,8.0,No,Yes,Ready_to_Move
Ahmedabad,Bopal,Apartment,2,2537,34.72,0.01,Semi-furnished,15,3.0,8.0,Yes,No,Under_Construction
Surat,Althan,Villa,1,1915,79.51,0.04,Unfurnished,11,5.0,10.0,No,No,Under_Construction
Surat,Vesu,Independent House,1,928,489.23,0.53,Unfurnished,33,4.0,6.0,No,No,Ready_to_Move
Ahmedabad,Bopal,Apartment,4,3594,98.5,0.03,Unfurnished,5,2.0,10.0,No,Yes,Ready_to_Move
Surat,Vesu,Villa,4,3273,466.32,0.14,Semi-furnished,23,7.0,2.0,Yes,No,Under_Construction
Surat,Vesu,Independent House,5,1614,284.89,0.18,Furnished,5,6.0,10.0,No,Yes,Under_Construction
Surat,Pal,Villa,4,3406,240.03,0.07,Semi-furnished,10,7.0,4.0,No,No,Ready_to_Move
Surat,Vesu,Villa,1,1064,477.18,0.45,Furnished,35,9.0,10.0,Yes,No,Ready_to_Move
Surat,Vesu,Villa,1,3754,443.24,0.12,Furnished,28,9.0,1.0,No,No,Ready_to_Move
Ahmedabad,SG Highway,Independent House,5,3724,234.48,0.06,Unfurnished,17,2.0,7.0,Yes,Yes,Under_Construction
Surat,Adajan,Apartment,2,1691,492.4,0.29,Furnished,23,3.0,4.0,Yes,Yes,Under_Construction
Surat,Piplod,Apartment,4,887,167.42,0.19,Furnished,7,2.0,6.0,No,No,Ready_to_Move
Ahmedabad,Satellite,Villa,5,858,399.26,0.47,Furnished,30,8.0,3.0,Yes,Yes,Ready_to_Move
Ahmedabad,Bopal,Independent House,3,1612,389.75,0.24,Furnished,29,2.0,1.0,Yes,Yes,Ready_to_Move
Surat,Piplod,Independent House,3,4012,115.62,0.03,Semi-furnished,10,6.0,8.0,No,No,Ready_to_Move
Surat,Althan,Independent House,1,2672,326.66,0.12,Unfurnished,22,7.0,2.0,Yes,No,Under_Construction
Ahmedabad,Bopal,Independent House,4,4506,479.91,0.11,Furnished,12,1.0,5.0,No,Yes,Under_Construction
Surat,Pal,Independent House,1,1425,89.1,0.06,Furnished,30,1.0,5.0,Yes,No,Ready_to_Move
Ahmedabad,Navrangpura,Independent House,4,591,244.8,0.41,Semi-furnished,24,1.0,9.0,No,No,Ready_to_Move
Surat,Piplod,Apartment,1,3420,423.87,0.12,Furnished,3,5.0,7.0,Yes,Yes,Ready_to_Move
Surat,Pal,Apartment,2,601,290.23,0.48,Unfurnished,11,4.0,6.0,Yes,No,Under_Construction
Ahmedabad,Gota,Apartment,4,3466,26.69,0.01,Furnished,6,7.0,4.0,No,No,Ready_to_Move
Surat,Althan,Independent House,4,543,471.99,0.87,Semi-furnished,33,10.0,4.0,Yes,No,Ready_to_Move
Surat,Adajan,Apartment,5,2839,386.38,0.14,Furnished,3,3.0,9.0,No,No,Under_Construction
Ahmedabad,SG Highway,Villa,1,1435,414.81,0.29,Unfurnished,14,3.0,4.0,Yes,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Independent House,1,4972,479.66,0.1,Semi-furnished,14,1.0,8.0,No,Yes,Under_Construction
Surat,Pal,Independent House,1,2543,308.5,0.12,Semi-furnished,26,3.0,2.0,No,No,Under_Construction
Surat,Pal,Villa,5,3146,415.15,0.13,Unfurnished,13,2.0,10.0,No,No,Under_Construction
Surat,Piplod,Apartment,5,4613,130.11,0.03,Furnished,30,8.0,4.0,No,Yes,Ready_to_Move
Ahmedabad,Gota,Villa,5,1049,484.84,0.46,Semi-furnished,16,7.0,10.0,Yes,No,Under_Construction
Surat,Vesu,Independent House,1,1328,426.01,0.32,Semi-furnished,15,1.0,10.0,Yes,Yes,Under_Construction
Surat,Vesu,Villa,5,1792,283.96,0.16,Furnished,23,9.0,2.0,No,Yes,Ready_to_Move
Surat,Adajan,Villa,3,2250,86.42,0.04,Semi-furnished,12,7.0,2.0,Yes,No,Ready_to_Move
Ahmedabad,SG Highway,Independent House,5,2582,223.15,0.09,Unfurnished,33,7.0,10.0,Yes,Yes,Ready_to_Move
Ahmedabad,SG Highway,Villa,3,3707,477.76,0.13,Unfurnished,4,2.0,6.0,Yes,Yes,Under_Construction
Surat,Adajan,Independent House,4,1829,474.65,0.26,Semi-furnished,33,1.0,10.0,Yes,No,Under_Construction
Ahmedabad,Bopal,Villa,3,1957,463.72,0.24,Furnished,15,6.0,4.0,Yes,No,Under_Construction
Ahmedabad,Bopal,Independent House,3,3334,266.37,0.08,Semi-furnished,21,10.0,10.0,No,Yes,Ready_to_Move
Surat,Piplod,Villa,1,4603,106.46,0.02,Unfurnished,24,2.0,1.0,Yes,Yes,Under_Construction
Surat,Althan,Independent House,4,4775,170.67,0.04,Furnished,35,5.0,7.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Villa,4,1921,104.19,0.05,Furnished,18,3.0,2.0,No,No,Under_Construction
Ahmedabad,Navrangpura,Independent House,3,3208,445.31,0.14,Furnished,7,10.0,4.0,Yes,No,Ready_to_Move
Surat,Pal,Villa,3,2802,200.92,0.07,Semi-furnished,23,3.0,7.0,No,Yes,Under_Construction
Surat,Adajan,Villa,3,1025,361.39,0.35,Semi-furnished,17,6.0,9.0,Yes,Yes,Under_Construction
Ahmedabad,Bopal,Villa,4,1381,297.54,0.22,Furnished,20,10.0,6.0,Yes,No,Ready_to_Move
Surat,Piplod,Apartment,5,960,417.45,0.43,Unfurnished,16,6.0,8.0,Yes,Yes,Ready_to_Move
Ahmedabad,SG Highway,Apartment,3,1345,355.99,0.26,Furnished,8,2.0,8.0,Yes,No,Ready_to_Move
Surat,Piplod,Independent House,3,4031,391.29,0.1,Furnished,12,4.0,8.0,No,No,Under_Construction
Ahmedabad,Satellite,Independent House,5,2543,144.27,0.06,Unfurnished,22,1.0,1.0,Yes,Yes,Ready_to_Move
Ahmedabad,Gota,Apartment,3,3268,340.0,0.1,Unfurnished,22,3.0,5.0,No,Yes,Ready_to_Move
Ahmedabad,Satellite,Villa,4,1270,349.44,0.28,Semi-furnished,11,5.0,6.0,No,No,Ready_to_Move
Ahmedabad,Satellite,Villa,1,3450,265.19,0.08,Furnished,25,4.0,1.0,No,No,Under_Construction
Ahmedabad,SG Highway,Villa,3,2660,259.36,0.1,Unfurnished,26,9.0,8.0,No,No,Under_Construction
Ahmedabad,SG Highway,Independent House,3,988,132.42,0.13,Semi-furnished,20,2.0,1.0,Yes,Yes,Under_Construction
Surat,Vesu,Apartment,1,2727,288.65,0.11,Semi-furnished,2,4.0,8.0,Yes,No,Under_Construction
Ahmedabad,Navrangpura,Independent House,3,819,363.03,0.44,Unfurnished,7,1.0,1.0,No,Yes,Under_Construction
Ahmedabad,SG Highway,Apartment,2,3806,132.43,0.03,Furnished,20,2.0,9.0,Yes,No,Ready_to_Move
Ahmedabad,Navrangpura,Independent House,3,3970,348.56,0.09,Semi-furnished,18,2.0,4.0,Yes,Yes,Ready_to_Move
Surat,Adajan,Villa,2,1402,254.51,0.18,Furnished,13,2.0,6.0,No,No,Under_Construction
Ahmedabad,Navrangpura,Independent House,4,3258,379.12,0.12,Unfurnished,2,3.0,1.0,No,No,Ready_to_Move
Ahmedabad,Satellite,Villa,3,4669,489.44,0.1,Furnished,34,10.0,5.0,Yes,No,Ready_to_Move
Surat,Althan,Apartment,3,890,480.73,0.54,Semi-furnished,8,9.0,9.0,Yes,Yes,Ready_to_Move
Ahmedabad,Satellite,Apartment,4,1651,431.59,0.26,Semi-furnished,7,1.0,8.0,Yes,Yes,Under_Construction
Ahmedabad,SG Highway,Independent House,2,1483,77.94,0.05,Furnished,8,8.0,3.0,Yes,Yes,Under_Construction
Surat,Pal,Apartment,4,3027,483.2,0.16,Unfurnished,11,5.0,6.0,Yes,Yes,Ready_to_Move
Ahmedabad,Gota,Apartment,1,4434,102.93,0.02,Semi-furnished,10,2.0,5.0,Yes,Yes,Under_Construction
Ahmedabad,Navrangpura,Villa,5,1968,262.85,0.13,Furnished,13,5.0,1.0,No,Yes,Ready_to_Move
Surat,Pal,Villa,3,3091,150.77,0.05,Unfurnished,32,1.0,4.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Independent House,3,1779,132.67,0.07,Unfurnished,24,5.0,10.0,Yes,Yes,Ready_to_Move
Ahmedabad,SG Highway,Apartment,1,3431,366.18,0.11,Unfurnished,27,4.0,1.0,No,No,Ready_to_Move
Surat,Piplod,Villa,2,1997,72.17,0.04,Furnished,14,3.0,2.0,Yes,Yes,Under_Construction
Ahmedabad,Navrangpura,Independent House,3,4196,99.13,0.02,Furnished,29,6.0,6.0,Yes,Yes,Under_Construction
Ahmedabad,Satellite,Independent House,3,3834,106.53,0.03,Unfurnished,27,2.0,6.0,Yes,Yes,Ready_to_Move
Ahmedabad,Satellite,Independent House,2,788,34.64,0.04,Unfurnished,26,1.0,9.0,Yes,Yes,Under_Construction
Surat,Piplod,Apartment,3,4716,104.78,0.02,Unfurnished,15,9.0,1.0,Yes,No,Under_Construction
Ahmedabad,Bopal,Apartment,1,3110,43.61,0.01,Semi-furnished,12,5.0,1.0,No,No,Ready_to_Move
Ahmedabad,Satellite,Apartment,3,4907,391.01,0.08,Furnished,30,6.0,2.0,Yes,Yes,Under_Construction
Ahmedabad,Bopal,Villa,4,4941,497.15,0.1,Unfurnished,29,1.0,10.0,No,No,Ready_to_Move
Surat,Piplod,Apartment,4,3657,69.25,0.02,Unfurnished,3,10.0,8.0,Yes,Yes,Ready_to_Move
Ahmedabad,SG Highway,Villa,5,2695,390.65,0.14,Semi-furnished,16,9.0,4.0,No,No,Ready_to_Move
Surat,Althan,Villa,4,3119,142.88,0.05,Unfurnished,20,8.0,5.0,No,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Villa,5,4342,251.79,0.06,Semi-furnished,15,1.0,9.0,Yes,No,Under_Construction
Ahmedabad,Gota,Apartment,4,3718,313.11,0.08,Unfurnished,26,4.0,2.0,No,Yes,Ready_to_Move
Surat,Piplod,Independent House,3,1729,437.8,0.25,Furnished,7,2.0,7.0,No,No,Under_Construction
Surat,Althan,Independent House,1,3856,111.01,0.03,Unfurnished,12,8.0,6.0,No,No,Under_Construction
Surat,Althan,Apartment,4,1246,332.57,0.27,Furnished,5,1.0,2.0,No,No,Under_Construction
Ahmedabad,Satellite,Independent House,5,3084,456.23,0.15,Furnished,4,1.0,1.0,No,No,Under_Construction
Ahmedabad,SG Highway,Apartment,4,1678,420.48,0.25,Semi-furnished,30,6.0,8.0,No,Yes,Ready_to_Move
Ahmedabad,Satellite,Apartment,3,590,162.23,0.27,Semi-furnished,15,4.0,4.0,No,Yes,Under_Construction
Ahmedabad,Gota,Apartment,5,4345,361.77,0.08,Furnished,28,4.0,1.0,No,Yes,Under_Construction
Surat,Piplod,Villa,3,1760,238.49,0.14,Furnished,13,9.0,2.0,Yes,No,Ready_to_Move
Ahmedabad,Navrangpura,Independent House,1,1890,50.58,0.03,Furnished,21,3.0,9.0,No,Yes,Under_Construction
Surat,Adajan,Villa,1,3665,275.22,0.08,Unfurnished,25,3.0,7.0,Yes,No,Ready_to_Move
Surat,Vesu,Independent House,1,525,266.85,0.51,Furnished,19,6.0,1.0,Yes,No,Under_Construction
Ahmedabad,Navrangpura,Apartment,2,3662,203.56,0.06,Semi-furnished,26,6.0,3.0,Yes,No,Under_Construction
Surat,Althan,Villa,1,3289,360.36,0.11,Unfurnished,17,1.0,1.0,Yes,Yes,Ready_to_Move
Surat,Adajan,Apartment,2,651,177.92,0.27,Semi-furnished,5,4.0,5.0,No,Yes,Under_Construction
Ahmedabad,Bopal,Villa,5,2065,383.53,0.19,Furnished,19,8.0,7.0,No,No,Under_Construction
Ahmedabad,SG Highway,Apartment,2,3064,445.31,0.15,Furnished,9,3.0,6.0,Yes,Yes,Ready_to_Move
Surat,Vesu,Villa,4,3799,450.19,0.12,Semi-furnished,26,7.0,6.0,No,No,Under_Construction
Surat,Althan,Independent House,3,4466,294.04,0.07,Semi-furnished,21,8.0,6.0,Yes,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Independent House,1,2861,94.91,0.03,Unfurnished,31,7.0,10.0,No,No,Ready_to_Move
Surat,Piplod,Independent House,2,2258,369.56,0.16,Unfurnished,11,10.0,7.0,Yes,No,Under_Construction
Ahmedabad,Satellite,Apartment,2,1806,265.82,0.15,Semi-furnished,31,6.0,7.0,Yes,Yes,Under_Construction
Surat,Vesu,Independent House,2,2217,270.67,0.12,Furnished,10,4.0,2.0,Yes,Yes,Ready_to_Move
Ahmedabad,Gota,Villa,2,1720,178.3,0.1,Furnished,20,2.0,5.0,No,No,Ready_to_Move
Ahmedabad,Navrangpura,Apartment,5,919,289.49,0.32,Furnished,14,4.0,5.0,Yes,Yes,Under_Construction
Ahmedabad,Navrangpura,Villa,5,2508,236.95,0.09,Unfurnished,15,6.0,5.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Apartment,4,3523,126.88,0.04,Semi-furnished,22,9.0,9.0,Yes,No,Ready_to_Move
Surat,Piplod,Independent House,2,1698,179.69,0.11,Furnished,32,1.0,5.0,No,Yes,Under_Construction
Surat,Althan,Independent House,2,3413,56.63,0.02,Semi-furnished,17,8.0,10.0,No,Yes,Under_Construction
Surat,Althan,Apartment,5,2439,242.1,0.1,Furnished,8,9.0,7.0,Yes,Yes,Under_Construction
Ahmedabad,Satellite,Independent House,2,948,341.78,0.36,Semi-furnished,20,3.0,4.0,Yes,Yes,Under_Construction
Surat,Adajan,Villa,2,2742,238.93,0.09,Furnished,6,9.0,10.0,No,No,Ready_to_Move
Surat,Vesu,Independent House,1,3778,151.45,0.04,Semi-furnished,25,3.0,3.0,No,Yes,Under_Construction
Surat,Pal,Apartment,5,1302,353.31,0.27,Furnished,17,8.0,7.0,No,No,Under_Construction
Ahmedabad,Navrangpura,Apartment,1,1247,149.79,0.12,Unfurnished,5,1.0,10.0,No,No,Ready_to_Move
Surat,Adajan,Villa,1,2336,311.9,0.13,Unfurnished,4,10.0,5.0,Yes,No,Ready_to_Move
Surat,Adajan,Villa,3,4802,100.59,0.02,Unfurnished,31,1.0,8.0,No,No,Under_Construction
Ahmedabad,SG Highway,Apartment,4,3139,19.54,0.01,Unfurnished,25,7.0,6.0,Yes,No,Ready_to_Move
Ahmedabad,Navrangpura,Villa,5,3898,323.9,0.08,Furnished,28,3.0,4.0,No,No,Under_Construction
Surat,Vesu,Apartment,4,4112,24.14,0.01,Semi-furnished,26,10.0,9.0,No,Yes,Ready_to_Move
Surat,Vesu,Apartment,4,1210,270.17,0.22,Unfurnished,5,1.0,6.0,No,Yes,Ready_to_Move
Surat,Piplod,Independent House,3,3462,108.11,0.03,Furnished,7,1.0,9.0,Yes,No,Under_Construction
Surat,Pal,Independent House,5,1356,160.99,0.12,Semi-furnished,8,8.0,5.0,Yes,No,Ready_to_Move
Ahmedabad,Bopal,Apartment,1,2266,153.2,0.07,Unfurnished,2,9.0,7.0,Yes,Yes,Under_Construction
Ahmedabad,SG Highway,Apartment,3,2620,165.71,0.06,Unfurnished,24,2.0,7.0,Yes,Yes,Ready_to_Move
Ahmedabad,Satellite,Villa,2,1200,296.66,0.25,Furnished,17,7.0,5.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Apartment,3,563,98.62,0.18,Furnished,25,3.0,1.0,Yes,No,Ready_to_Move
Ahmedabad,SG Highway,Independent House,5,3864,444.71,0.12,Semi-furnished,19,9.0,7.0,Yes,No,Ready_to_Move
Surat,Althan,Apartment,4,4744,94.11,0.02,Unfurnished,31,2.0,10.0,Yes,No,Ready_to_Move
Surat,Piplod,Apartment,2,1937,292.13,0.15,Semi-furnished,7,9.0,6.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Villa,1,4881,231.1,0.05,Semi-furnished,35,1.0,2.0,No,Yes,Under_Construction
Ahmedabad,SG Highway,Independent House,3,4115,410.45,0.1,Semi-furnished,2,8.0,10.0,Yes,No,Ready_to_Move
Ahmedabad,Bopal,Apartment,2,4645,330.99,0.07,Semi-furnished,30,5.0,4.0,Yes,Yes,Ready_to_Move
Surat,Pal,Villa,2,842,121.73,0.14,Unfurnished,19,6.0,6.0,No,Yes,Under_Construction
Ahmedabad,Navrangpura,Villa,4,3893,341.65,0.09,Furnished,13,8.0,8.0,No,Yes,Under_Construction
Surat,Althan,Independent House,4,2529,47.77,0.02,Semi-furnished,5,8.0,4.0,No,Yes,Ready_to_Move
Surat,Vesu,Independent House,1,689,127.98,0.19,Unfurnished,28,10.0,8.0,Yes,No,Ready_to_Move
Surat,Althan,Villa,3,3959,418.64,0.11,Semi-furnished,9,2.0,5.0,No,Yes,Ready_to_Move
Surat,Althan,Apartment,5,2842,137.22,0.05,Furnished,23,2.0,1.0,Yes,Yes,Under_Construction
Surat,Piplod,Independent House,3,1584,451.23,0.28,Semi-furnished,8,3.0,10.0,No,No,Under_Construction
Surat,Pal,Apartment,1,1734,497.72,0.29,Furnished,30,2.0,4.0,No,Yes,Under_Construction
Ahmedabad,Bopal,Independent House,3,4331,151.26,0.03,Unfurnished,23,10.0,6.0,Yes,Yes,Ready_to_Move
Surat,Vesu,Apartment,1,3379,154.87,0.05,Semi-furnished,26,2.0,9.0,No,Yes,Under_Construction
Ahmedabad,Bopal,Villa,3,4813,319.46,0.07,Unfurnished,35,2.0,3.0,No,No,Under_Construction
Surat,Althan,Villa,3,2113,438.87,0.21,Unfurnished,31,10.0,2.0,No,No,Ready_to_Move
Surat,Vesu,Independent House,4,1534,179.73,0.12,Semi-furnished,13,6.0,9.0,No,No,Ready_to_Move
Ahmedabad,Bopal,Independent House,2,1670,413.96,0.25,Furnished,5,4.0,9.0,Yes,No,Ready_to_Move
Surat,Vesu,Villa,2,848,275.66,0.33,Furnished,14,7.0,2.0,Yes,Yes,Ready_to_Move
Surat,Vesu,Independent House,1,3870,13.51,0.0,Furnished,29,9.0,3.0,Yes,No,Under_Construction
Surat,Piplod,Apartment,2,651,238.38,0.37,Furnished,20,4.0,6.0,No,Yes,Ready_to_Move
Ahmedabad,Bopal,Apartment,5,2593,63.1,0.02,Furnished,7,2.0,9.0,No,Yes,Under_Construction
Ahmedabad,Bopal,Villa,5,3604,449.38,0.12,Semi-furnished,32,4.0,6.0,Yes,Yes,Under_Construction
Surat,Adajan,Independent House,5,3943,443.91,0.11,Unfurnished,5,2.0,6.0,Yes,No,Under_Construction
Surat,Pal,Independent House,5,1126,175.74,0.16,Semi-furnished,18,7.0,7.0,No,Yes,Under_Construction
Surat,Adajan,Villa,2,4541,123.07,0.03,Semi-furnished,12,6.0,1.0,No,No,Ready_to_Move
Surat,Adajan,Villa,2,1798,27.85,0.02,Semi-furnished,15,1.0,8.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Villa,2,3156,174.56,0.06,Unfurnished,17,5.0,10.0,No,Yes,Ready_to_Move
Surat,Vesu,Apartment,3,2856,423.76,0.15,Semi-furnished,2,3.0,4.0,Yes,No,Ready_to_Move
Ahmedabad,Satellite,Villa,5,4899,281.94,0.06,Furnished,13,6.0,10.0,Yes,Yes,Ready_to_Move
Ahmedabad,SG Highway,Independent House,2,3892,415.68,0.11,Furnished,22,8.0,8.0,Yes,No,Under_Construction
Ahmedabad,Satellite,Villa,4,2451,382.33,0.16,Semi-furnished,26,2.0,9.0,No,Yes,Ready_to_Move
Ahmedabad,Bopal,Apartment,2,1494,115.95,0.08,Unfurnished,8,7.0,6.0,No,No,Under_Construction
Ahmedabad,SG Highway,Apartment,4,3813,467.18,0.12,Unfurnished,23,6.0,1.0,No,Yes,Under_Construction
Surat,Adajan,Apartment,4,3165,166.87,0.05,Semi-furnished,29,7.0,10.0,Yes,Yes,Ready_to_Move
Ahmedabad,SG Highway,Independent House,4,4614,54.15,0.01,Semi-furnished,26,2.0,8.0,No,Yes,Ready_to_Move
Surat,Piplod,Apartment,2,1820,145.12,0.08,Unfurnished,2,9.0,8.0,No,Yes,Ready_to_Move
Surat,Althan,Apartment,2,1816,362.77,0.2,Unfurnished,15,5.0,2.0,Yes,Yes,Ready_to_Move
Ahmedabad,Satellite,Independent House,1,935,220.68,0.24,Unfurnished,9,4.0,9.0,No,Yes,Ready_to_Move
Ahmedabad,Satellite,Apartment,4,952,190.11,0.2,Furnished,18,3.0,2.0,Yes,No,Ready_to_Move
Ahmedabad,Satellite,Apartment,5,1355,289.85,0.21,Unfurnished,19,9.0,3.0,No,No,Ready_to_Move
Ahmedabad,SG Highway,Villa,1,2705,81.24,0.03,Furnished,17,5.0,1.0,No,Yes,Ready_to_Move
Surat,Vesu,Villa,2,861,234.61,0.27,Unfurnished,17,7.0,10.0,No,Yes,Ready_to_Move
Surat,Althan,Villa,3,3876,410.62,0.11,Unfurnished,29,8.0,2.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Independent House,5,1265,112.68,0.09,Semi-furnished,7,7.0,6.0,No,Yes,Under_Construction
Surat,Pal,Villa,1,1694,399.94,0.24,Furnished,2,1.0,3.0,No,No,Under_Construction
Surat,Althan,Apartment,5,3624,253.15,0.07,Unfurnished,35,10.0,9.0,No,Yes,Under_Construction
Ahmedabad,Satellite,Villa,3,3322,282.3,0.08,Furnished,4,1.0,4.0,Yes,No,Under_Construction
Ahmedabad,Satellite,Villa,4,2544,288.36,0.11,Semi-furnished,35,2.0,4.0,Yes,No,Ready_to_Move
Surat,Pal,Apartment,5,3160,126.62,0.04,Furnished,18,5.0,6.0,No,Yes,Ready_to_Move
Ahmedabad,Satellite,Independent House,4,3505,393.17,0.11,Unfurnished,34,7.0,8.0,Yes,Yes,Under_Construction
Ahmedabad,Bopal,Apartment,5,2946,371.52,0.13,Unfurnished,23,1.0,2.0,Yes,No,Ready_to_Move
Surat,Vesu,Villa,4,1434,75.74,0.05,Unfurnished,8,5.0,4.0,No,No,Under_Construction
Ahmedabad,SG Highway,Apartment,2,600,166.19,0.28,Unfurnished,26,1.0,2.0,No,Yes,Under_Construction
Ahmedabad,Navrangpura,Independent House,2,3913,18.02,0.0,Furnished,15,1.0,9.0,Yes,Yes,Under_Construction
Surat,Pal,Villa,5,1410,214.84,0.15,Furnished,3,1.0,10.0,Yes,Yes,Ready_to_Move
Ahmedabad,SG Highway,Villa,2,812,64.75,0.08,Unfurnished,15,5.0,2.0,Yes,No,Under_Construction
Ahmedabad,SG Highway,Apartment,1,3276,146.63,0.04,Furnished,9,1.0,6.0,No,Yes,Under_Construction
Ahmedabad,Gota,Villa,3,2789,164.61,0.06,Semi-furnished,18,3.0,7.0,No,No,Ready_to_Move
Ahmedabad,Bopal,Independent House,4,2242,245.4,0.11,Semi-furnished,16,3.0,2.0,No,No,Ready_to_Move
Surat,Althan,Villa,4,3551,350.66,0.1,Unfurnished,4,10.0,10.0,Yes,Yes,Under_Construction
Surat,Althan,Villa,2,4039,201.22,0.05,Unfurnished,14,4.0,8.0,Yes,No,Ready_to_Move
Ahmedabad,Bopal,Independent House,2,2233,483.39,0.22,Unfurnished,12,4.0,8.0,Yes,Yes,Ready_to_Move
Ahmedabad,SG Highway,Villa,4,4652,231.73,0.05,Unfurnished,4,2.0,10.0,No,No,Under_Construction
Surat,Adajan,Villa,1,604,116.1,0.19,Unfurnished,18,5.0,9.0,No,No,Ready_to_Move
Ahmedabad,SG Highway,Independent House,2,2674,347.73,0.13,Furnished,14,8.0,1.0,No,Yes,Ready_to_Move
Ahmedabad,SG Highway,Independent House,3,4813,207.19,0.04,Furnished,25,1.0,2.0,No,Yes,Ready_to_Move
Ahmedabad,Bopal,Villa,5,2708,498.11,0.18,Semi-furnished,35,7.0,1.0,No,Yes,Under_Construction
Surat,Adajan,Apartment,1,2690,57.4,0.02,Furnished,24,10.0,4.0,Yes,Yes,Ready_to_Move
Surat,Althan,Villa,4,2936,22.41,0.01,Unfurnished,27,8.0,10.0,No,No,Under_Construction
Ahmedabad,Navrangpura,Villa,5,3436,316.2,0.09,Furnished,25,3.0,10.0,No,Yes,Ready_to_Move
Surat,Vesu,Independent House,1,4838,171.39,0.04,Unfurnished,25,2.0,2.0,Yes,Yes,Ready_to_Move
Surat,Pal,Villa,4,3654,266.55,0.07,Semi-furnished,9,7.0,4.0,No,No,Ready_to_Move
